usage_id,customer_id,usage_date,ai_requests,active_users,api_calls,hours_saved
1314,122,2025-12-20,855,25,296,14.98
1315,320,2025-02-27,826,25,343,15.77
1316,371,2026-05-18,879,16,329,15.65
1317,449,2026-01-01,799,12,333,6.55
1318,34,2025-07-26,873,24,336,20.22
1319,241,2026-04-15,909,14,291,18.06
1320,93,2026-02-25,849,13,321,7.51
1321,406,2025-12-29,856,19,331,18.62
1322,191,2026-06-13,905,25,318,4.77
1323,74,2025-05-21,815,14,339,20.12
1324,30,2026-01-08,856,16,302,4.44
1325,477,2026-04-17,874,11,330,11.09
1326,195,2026-06-20,824,10,328,15.66
1327,466,2025-12-24,850,22,285,16.45
1328,490,2025-09-22,873,13,333,7.26
1329,323,2026-08-14,864,15,341,19.18
1330,316,2025-11-25,848,17,337,16.25
1331,151,2026-07-19,831,14,306,11.54
1332,198,2025-03-26,817,22,322,9.73
1333,320,2025-09-13,816,21,319,13.91
1334,203,2025-01-22,846,18,324,12.43
1335,227,2025-11-28,819,20,320,4.78
1336,47,2025-11-22,858,20,386,20.57
1337,477,2025-09-10,860,26,314,11.36
1338,272,2025-04-27,793,14,346,13.85
1339,388,2026-01-07,856,14,267,12.4
1340,121,2025-07-09,841,14,318,14.5
1341,41,2026-08-24,831,16,299,19.36
1342,374,2025-03-25,844,16,300,15.67
1343,342,2025-10-09,849,14,318,12.49
1344,35,2025-12-28,864,19,334,8.13
1345,154,2026-03-02,813,14,323,15.31
1346,110,2025-10-16,902,22,318,8.53
1347,137,2025-10-23,829,18,317,6.59
1348,181,2026-04-11,826,22,320,10.73
1349,28,2025-12-09,895,18,329,12.21
1350,185,2026-03-30,794,18,350,19.72
1351,285,2026-03-31,846,20,337,9.52
1352,260,2025-11-28,901,18,293,9.23
1353,346,2026-05-12,849,19,305,15.82
1354,339,2026-03-05,787,11,317,18.54
1355,218,2026-02-15,805,21,338,14.21
1356,172,2025-10-24,789,13,288,10.92
1357,204,2026-08-28,903,17,350,16.13
1358,370,2025-08-24,861,15,329,17.25
1359,304,2026-03-30,835,18,279,5.79
1360,103,2025-03-14,814,15,331,4.97
1361,102,2026-08-15,863,23,319,18.06
1362,31,2026-06-24,821,13,276,17.01
1363,74,2026-02-18,888,19,293,18.91
1364,213,2026-03-21,902,21,344,12.51
1365,432,2025-10-29,861,21,322,8.76
1366,16,2025-12-30,854,21,329,14.54
1367,41,2026-08-10,951,26,320,20.46
1368,49,2025-12-23,822,14,318,4.83
1369,400,2025-08-11,891,20,324,21.43
1370,381,2026-03-07,878,17,305,9.77
1371,375,2026-06-09,814,19,335,13.39
1372,26,2026-03-21,847,16,323,17.7
1373,406,2025-08-04,844,14,283,5.45
1374,423,2025-05-04,880,19,326,10.39
1375,59,2025-02-04,909,16,303,14.31
1376,387,2025-03-03,834,22,300,10.7
1377,292,2025-04-25,891,17,316,16.45
1378,40,2025-04-21,874,15,318,10.18
1379,280,2026-01-18,827,16,318,16.32
1380,457,2026-02-23,899,21,325,21.72
1381,362,2025-12-20,844,19,276,20.86
1382,294,2025-10-29,829,12,326,5.91
1383,128,2026-04-25,859,13,294,15.32
1384,355,2026-02-08,861,21,303,14.0
1385,395,2025-05-01,835,17,297,8.12
1386,247,2025-08-02,845,19,321,12.85
1387,390,2025-08-27,846,14,330,5.33
1388,302,2025-07-18,910,19,353,18.5
1389,440,2025-10-02,870,13,326,17.69
1390,281,2025-07-05,840,20,318,13.79
1391,39,2025-08-23,842,25,317,9.09
1392,420,2026-01-13,863,14,309,12.79
1393,473,2025-02-28,812,17,302,10.58
1394,130,2026-04-08,788,19,323,12.47
1395,324,2025-04-24,871,17,322,5.79
1396,428,2025-09-14,784,21,303,9.89
1397,201,2025-01-18,832,14,312,5.73
1398,130,2026-01-31,913,15,313,20.3
1399,162,2025-10-26,870,13,334,10.14
1400,110,2025-10-27,771,15,307,4.23
1401,295,2025-12-14,871,17,313,12.23
1402,223,2025-09-03,873,14,320,21.27
1403,283,2025-06-20,838,18,319,5.4
1404,388,2025-12-28,816,21,306,10.1
1405,99,2025-10-27,798,16,352,15.5
1406,130,2025-06-13,844,16,328,7.53
1407,276,2025-02-05,870,23,315,6.11
1408,297,2025-12-15,817,19,346,7.54
1409,4,2026-06-10,820,17,326,11.78
1410,355,2026-05-18,813,15,307,5.82
1411,202,2026-06-29,865,20,300,15.23
1412,278,2025-08-13,820,17,349,8.6
1413,270,2026-05-03,816,17,333,12.73
1414,217,2026-06-22,891,28,316,7.54
1415,420,2026-01-22,792,23,336,19.28
1416,161,2025-02-09,825,17,321,16.24
1417,148,2025-04-17,858,24,335,13.15
1418,344,2026-07-03,869,23,330,20.95
1419,88,2025-02-16,841,20,308,7.95
1420,53,2026-03-13,834,15,332,20.21
1421,83,2025-11-17,849,18,325,5.8
1422,182,2026-02-27,856,21,321,9.28
1423,57,2025-05-31,815,11,305,7.47
1424,473,2025-05-21,877,17,324,5.81
1425,84,2025-03-19,875,20,328,10.94
1426,401,2025-09-30,831,20,309,15.06
1427,375,2025-06-15,831,27,336,9.42
1428,60,2026-07-23,827,15,329,18.9
1429,376,2025-08-19,826,14,312,5.85
1430,183,2026-02-27,783,20,297,7.17
1431,155,2026-05-15,828,17,314,18.06
1432,180,2026-07-11,865,20,322,19.71
1433,319,2025-07-15,901,12,308,6.36
1434,386,2025-05-14,848,15,344,18.19
1435,337,2026-05-25,839,19,321,19.26
1436,250,2025-11-14,811,13,328,15.03
1437,152,2025-05-23,875,17,293,19.75
1438,385,2025-08-15,864,17,326,20.41
1439,376,2026-06-24,852,18,290,19.95
1440,42,2026-06-01,804,15,335,4.59
1441,9,2025-03-10,880,21,314,11.09
1442,444,2026-06-16,828,14,331,7.28
1443,433,2026-05-24,817,15,335,10.65
1444,237,2025-04-20,852,20,300,7.05
1445,3,2025-10-16,823,24,341,4.69
1446,450,2026-05-10,853,14,356,11.26
1447,244,2026-08-19,843,25,323,11.37
1448,147,2025-11-16,875,18,328,15.91
1449,233,2025-08-09,829,17,301,10.81
1450,151,2025-05-26,898,9,316,10.19
1451,116,2026-05-20,878,22,297,11.75
1452,355,2025-02-25,901,23,343,12.65
1453,348,2026-04-07,882,20,352,10.69
1454,499,2026-05-19,876,21,342,18.97
1455,463,2025-03-16,898,11,315,8.1
1456,427,2025-07-13,904,16,341,21.76
1457,88,2025-01-18,805,21,305,14.36
1458,118,2025-01-23,892,14,327,15.6
1459,262,2025-10-26,858,22,279,7.27
1460,393,2026-01-27,872,18,334,9.21
1461,50,2026-02-28,890,12,323,22.05
1462,55,2026-08-30,866,14,330,12.26
1463,59,2025-02-17,813,13,332,10.12
1464,26,2026-07-24,880,15,307,10.03
1465,335,2025-12-23,821,17,349,16.08
1466,434,2025-04-02,806,24,319,12.41
1467,391,2026-01-20,865,19,324,12.17
1468,327,2025-04-09,860,14,307,6.83
1469,327,2025-08-16,905,29,323,17.89
1470,451,2025-07-23,847,13,320,8.53
1471,431,2025-11-03,881,16,328,21.05
1472,195,2025-06-11,843,17,347,11.95
1473,423,2025-04-21,874,17,296,13.83
1474,291,2026-08-20,832,21,338,17.84
1475,162,2025-07-19,859,18,324,18.1
1476,290,2025-06-19,871,19,324,4.93
1477,246,2026-01-23,936,15,315,11.14
1478,134,2025-11-03,809,15,305,5.28
1479,485,2025-07-17,856,18,303,10.42
1480,451,2026-05-17,836,24,316,9.54
1481,85,2026-01-10,816,13,320,19.04
1482,263,2025-06-09,846,26,317,8.17
1483,306,2026-05-16,846,21,344,20.42
1484,462,2025-01-31,892,18,308,19.74
1485,364,2025-04-14,845,13,322,20.63
1486,465,2026-05-22,878,14,331,5.6
1487,13,2026-07-13,852,15,304,9.9
1488,394,2026-04-08,845,14,299,17.29
1489,24,2026-08-29,835,18,298,14.79
1490,309,2026-03-10,848,22,327,12.92
1491,202,2026-08-03,848,15,346,6.4
1492,247,2025-01-22,851,15,326,4.64
1493,188,2026-03-30,861,19,289,18.72
1494,160,2026-01-18,892,17,306,5.72
1495,200,2025-07-09,854,17,288,8.62
1496,71,2025-09-09,865,18,344,16.53
1497,236,2026-06-21,799,16,310,12.09
1498,290,2025-09-06,859,19,291,7.31
1499,119,2026-07-18,878,13,317,14.38
1500,1,2026-06-07,833,18,302,16.38
1501,187,2025-04-21,839,19,332,18.0
1502,417,2026-08-14,871,25,306,13.26
1503,47,2025-04-12,825,25,317,19.28
1504,273,2025-01-26,863,16,326,10.79
1505,329,2025-10-01,788,18,356,14.0
1506,230,2025-09-18,828,15,313,5.58
1507,386,2026-06-08,860,12,284,16.88
1508,170,2025-01-09,844,18,318,6.13
1509,472,2025-12-10,851,20,303,19.44
1510,133,2025-11-24,881,14,311,4.74
1511,110,2025-01-01,853,19,317,21.2
1512,500,2025-11-12,877,8,337,18.05
1513,83,2026-04-30,860,20,334,11.42
1514,154,2025-05-23,875,16,325,16.38
1515,491,2025-08-05,861,16,307,5.79
1516,408,2026-04-30,855,26,300,19.68
1517,464,2025-04-05,786,17,296,18.55
1518,34,2026-02-23,810,16,332,11.16
1519,348,2025-10-14,840,14,286,5.53
1520,198,2026-04-02,787,18,333,10.45
1521,478,2026-08-04,854,13,293,19.72
1522,222,2025-06-27,841,29,313,17.92
1523,321,2025-03-08,816,20,296,12.37
1524,386,2025-10-11,859,17,349,11.01
1525,439,2025-08-26,799,19,320,12.19
1526,361,2025-08-07,882,14,284,16.2
1527,261,2026-04-18,859,22,325,20.62
1528,423,2026-04-11,856,23,308,13.13
1529,143,2026-06-01,863,27,306,16.31
1530,446,2025-01-25,857,19,347,13.99
1531,6,2025-06-09,877,16,320,6.69
1532,464,2026-07-01,841,14,311,12.36
1533,437,2026-08-24,832,15,319,4.49
1534,114,2025-10-08,827,18,303,9.4
1535,265,2025-02-06,868,13,372,21.22
1536,311,2026-07-16,816,17,302,13.83
1537,173,2025-07-19,879,19,320,17.44
1538,469,2026-05-12,794,20,369,5.33
1539,453,2026-01-16,920,16,301,10.78
1540,70,2025-05-18,861,22,318,18.78
1541,375,2026-01-15,853,15,297,16.23
1542,397,2026-03-22,861,24,349,15.28
1543,208,2025-02-23,839,24,321,18.38
1544,373,2026-04-08,866,16,304,21.2
1545,184,2025-05-09,842,16,313,6.97
1546,283,2025-08-13,853,20,323,6.24
1547,459,2025-09-24,808,18,328,10.28
1548,92,2025-12-24,891,25,368,7.84
1549,293,2026-06-16,834,27,313,14.29
1550,468,2026-08-31,836,12,305,19.7
1551,339,2026-04-17,869,20,313,13.15
1552,236,2025-07-23,900,14,333,7.03
1553,315,2026-04-12,825,15,315,10.18
1554,186,2025-07-14,813,19,314,6.69
1555,480,2025-03-25,835,12,292,15.36
1556,36,2025-04-08,845,30,308,16.34
1557,300,2025-06-27,816,25,337,5.34
1558,386,2025-09-20,842,29,336,9.32
1559,47,2026-04-25,874,16,338,4.75
1560,72,2025-11-15,866,15,323,12.52
1561,289,2025-05-19,833,23,316,8.2
1562,146,2025-05-31,843,18,308,19.07
1563,186,2025-08-19,814,18,297,16.29
1564,326,2026-03-16,879,13,336,21.1
1565,394,2026-02-01,927,19,333,15.92
1566,331,2025-04-25,864,12,328,5.11
1567,259,2026-03-08,857,18,348,15.24
1568,210,2025-05-28,853,16,325,10.62
1569,499,2025-01-19,888,17,320,15.34
1570,408,2025-07-25,819,13,282,17.64
1571,428,2026-04-29,905,17,343,21.78
1572,497,2025-02-16,835,15,310,20.09
1573,118,2025-01-22,843,15,308,16.28
1574,365,2025-11-04,808,20,335,16.63
1575,58,2025-03-10,780,15,314,15.76
1576,260,2026-07-14,853,17,282,12.84
1577,420,2026-08-03,858,17,352,9.69
1578,107,2025-06-02,854,12,363,10.43
1579,160,2025-03-19,884,13,322,10.71
1580,423,2025-01-20,868,18,360,17.39
1581,274,2025-10-28,846,14,356,12.33
1582,220,2025-01-03,860,23,335,17.47
1583,289,2025-04-19,835,19,321,13.64
1584,45,2025-11-30,850,16,338,14.25
1585,393,2026-01-24,872,16,290,19.3
1586,82,2025-04-04,863,15,302,20.77
1587,242,2025-05-13,839,20,345,17.94
1588,204,2026-05-02,844,18,303,18.11
1589,37,2026-02-07,822,13,338,12.25
1590,336,2026-01-13,850,14,333,9.33
1591,334,2025-02-13,828,22,296,17.28
1592,115,2026-04-15,850,12,290,8.18
1593,17,2025-09-12,830,22,320,10.09
1594,119,2026-01-23,842,14,328,19.31
1595,131,2026-07-26,865,12,355,11.19
1596,78,2025-06-01,824,9,335,13.2
1597,410,2025-06-19,832,19,326,14.35
1598,214,2026-05-18,858,16,331,7.22
1599,147,2025-05-04,861,15,295,15.67
1600,195,2025-02-20,820,18,348,17.05
1601,266,2025-03-04,835,16,296,14.21
1602,245,2025-07-21,884,13,331,6.75
1603,201,2025-04-02,823,20,324,6.57
1604,178,2026-04-11,818,17,335,16.37
1605,85,2025-02-25,896,16,315,21.3
1606,31,2025-01-24,859,16,311,20.15
1607,480,2026-06-06,856,22,307,16.72
1608,396,2025-09-27,839,16,310,8.12
1609,214,2025-08-02,895,25,331,7.76
1610,336,2025-10-11,871,19,324,21.14
1611,202,2025-04-27,852,19,324,12.04
1612,239,2026-01-29,836,26,323,16.38
1613,107,2026-05-29,833,22,299,15.64
1614,409,2025-07-15,866,17,364,15.76
1615,209,2026-06-09,865,18,329,18.14
1616,177,2025-01-14,861,12,322,10.47
1617,291,2025-11-24,842,24,355,7.79
1618,441,2025-11-21,846,27,291,15.12
1619,418,2025-11-07,857,15,315,14.44
1620,217,2025-02-13,859,19,291,10.68
1621,446,2025-09-23,851,15,338,10.0
1622,7,2025-09-19,861,23,317,15.36
1623,356,2026-01-06,863,22,301,14.68
1624,353,2025-11-20,925,15,307,14.0
1625,399,2025-09-13,843,16,332,10.77
1626,176,2026-01-23,872,22,321,15.54
1627,202,2025-07-18,823,14,304,5.68
1628,42,2026-03-24,882,24,312,13.49
1629,47,2025-05-03,884,15,316,18.88
1630,223,2025-05-02,896,21,282,21.17
1631,155,2026-05-20,809,23,326,10.91
1632,252,2025-10-29,843,13,316,17.87
1633,209,2026-03-02,842,15,324,9.3
1634,193,2025-06-09,815,17,316,12.79
1635,255,2026-03-26,828,15,326,8.4
1636,467,2026-05-07,795,16,339,18.5
1637,168,2025-06-23,833,23,277,13.82
1638,389,2025-11-16,860,10,327,15.84
1639,365,2026-01-29,896,19,305,14.38
1640,500,2025-03-01,818,12,344,19.35
1641,286,2026-06-09,909,17,333,5.58
1642,72,2025-05-05,796,13,344,9.84
1643,381,2025-08-23,848,22,319,13.42
1644,331,2026-08-19,887,14,354,22.06
1645,8,2026-08-31,867,22,297,9.08
1646,393,2025-05-08,842,22,320,6.77
1647,88,2025-07-12,837,22,333,9.85
1648,234,2026-04-16,863,16,351,19.27
1649,145,2025-11-18,854,26,317,7.07
1650,120,2026-05-10,884,11,331,8.8
1651,177,2026-08-02,849,22,310,14.63
1652,289,2026-06-28,840,15,292,11.37
1653,69,2025-08-15,878,13,301,7.61
1654,238,2026-07-27,855,22,316,18.19
1655,53,2026-02-01,855,19,321,13.71
1656,428,2025-03-10,839,23,319,18.13
1657,373,2025-11-12,827,19,327,7.54
1658,279,2026-06-18,888,13,309,14.52
1659,372,2026-07-06,864,13,338,18.24
1660,388,2025-01-25,835,19,323,13.84
1661,61,2025-05-21,875,14,297,19.79
1662,461,2025-11-15,878,24,352,6.19
1663,32,2025-09-03,819,22,332,17.94
1664,160,2025-08-09,845,18,324,14.59
1665,240,2025-10-27,840,27,324,13.13
1666,229,2026-01-02,830,19,323,18.98
1667,257,2025-06-20,857,20,315,12.99
1668,456,2025-02-03,883,17,302,6.74
1669,33,2025-08-30,879,15,330,17.59
1670,400,2025-05-02,871,19,321,8.54
1671,207,2026-07-15,890,14,306,13.56
1672,382,2026-01-14,795,19,319,13.23
1673,48,2026-06-06,836,15,313,13.21
1674,461,2025-12-23,808,17,343,4.85
1675,282,2026-03-03,857,20,280,4.44
1676,452,2025-07-22,862,19,319,15.68
1677,42,2025-09-29,806,23,322,14.7
1678,206,2025-05-05,862,18,303,5.53
1679,234,2026-03-10,860,17,291,6.66
1680,131,2025-09-19,843,19,322,7.37
1681,157,2026-03-12,852,15,326,17.23
1682,465,2026-03-27,865,22,308,20.99
1683,436,2025-01-06,871,26,333,4.47
1684,440,2025-02-15,853,20,310,19.98
1685,71,2025-07-02,811,14,321,14.84
1686,145,2025-06-21,837,18,319,15.53
1687,487,2025-02-05,858,16,298,18.63
1688,151,2025-07-16,911,19,298,12.76
1689,223,2026-01-12,873,20,317,7.59
1690,55,2026-04-12,823,14,329,6.9
1691,86,2025-11-08,860,17,331,21.13
1692,474,2026-05-28,875,12,337,7.13
1693,499,2025-02-04,831,17,326,4.37
1694,292,2025-10-10,841,17,308,7.61
1695,52,2025-04-11,876,13,334,16.09
1696,12,2025-04-09,863,19,360,7.73
1697,384,2025-03-04,813,23,317,4.42
1698,40,2025-08-12,837,23,327,19.9
1699,163,2025-02-15,849,27,364,12.27
1700,129,2025-09-17,842,24,341,21.02
1701,376,2025-02-28,841,25,342,12.79
1702,442,2025-12-12,882,22,330,7.16
1703,265,2025-05-27,825,20,329,17.15
1704,496,2026-07-18,846,9,307,13.18
1705,289,2025-09-27,852,25,299,16.51
1706,154,2025-02-05,889,7,325,22.04
1707,45,2025-02-08,865,12,294,9.7
1708,208,2026-02-26,846,18,327,7.78
1709,220,2025-12-26,854,21,327,6.02
1710,417,2026-07-20,837,25,314,4.49
1711,367,2026-04-29,862,24,332,8.03
1712,134,2025-07-26,796,20,294,11.05
1713,139,2026-05-23,860,20,314,9.47
1714,322,2026-08-18,912,29,302,18.29
1715,153,2026-05-26,918,18,297,21.96
1716,432,2025-10-20,798,16,323,10.49
1717,359,2026-02-20,780,15,295,10.59
1718,150,2025-11-01,862,17,301,21.49
1719,5,2025-08-26,813,19,320,7.13
1720,87,2026-03-30,863,20,336,12.68
1721,379,2025-10-01,808,19,315,4.66
1722,30,2025-04-03,812,24,340,9.41
1723,46,2025-06-25,810,22,344,15.75
1724,495,2026-04-29,898,21,348,21.19
1725,228,2025-02-22,818,24,330,9.19
1726,277,2025-03-28,815,15,330,12.79
1727,24,2025-01-26,826,25,327,5.38
1728,434,2026-03-29,854,18,302,10.48
1729,166,2025-09-05,862,20,364,10.93
1730,264,2026-04-23,850,28,326,15.39
1731,463,2025-12-21,822,14,333,11.56
1732,20,2026-05-07,812,24,350,14.18
1733,54,2025-04-08,865,21,290,9.02
1734,409,2025-01-14,860,14,324,11.12
1735,112,2025-01-30,840,20,320,14.7
1736,110,2026-01-27,871,23,342,13.44
1737,465,2025-01-08,841,22,321,10.7
1738,302,2025-11-30,847,21,338,15.4
1739,100,2025-09-30,901,20,327,22.05
1740,324,2025-07-25,869,17,316,4.64
1741,465,2025-10-30,850,10,294,12.55
1742,43,2025-11-30,824,18,312,17.32
1743,297,2025-08-14,834,13,321,8.8
1744,120,2025-03-13,929,16,317,21.03
1745,34,2026-05-19,810,21,312,5.9
1746,457,2025-09-19,812,16,317,9.48
1747,373,2025-03-17,868,17,304,8.37
1748,108,2025-06-22,885,19,331,20.84
1749,267,2025-12-30,869,19,318,6.18
1750,424,2025-02-13,819,18,329,17.4
1751,100,2025-12-10,755,17,338,7.26
1752,76,2025-07-08,885,24,305,15.98
1753,218,2025-08-07,836,10,304,16.12
1754,136,2025-01-15,806,18,307,9.23
1755,56,2025-09-28,851,19,282,15.12
1756,43,2025-07-09,828,19,308,5.48
1757,264,2026-06-11,852,23,354,8.12
1758,237,2025-06-29,828,18,289,4.92
1759,69,2025-10-18,824,10,325,20.51
1760,468,2025-03-07,860,18,318,4.93
1761,17,2025-10-25,871,24,324,10.19
1762,98,2025-08-27,898,18,320,15.92
1763,1,2025-03-02,864,18,346,7.31
1764,303,2025-10-16,832,14,330,9.9
1765,243,2026-04-07,843,23,297,12.63
1766,426,2025-01-22,848,25,333,19.85
1767,393,2026-05-21,892,15,351,8.52
1768,411,2025-10-30,896,16,321,15.19
1769,323,2026-05-11,839,22,308,6.41
1770,54,2025-04-21,795,16,350,13.59
1771,355,2025-03-04,842,13,315,14.8
1772,200,2025-07-16,827,15,332,6.04
1773,65,2026-03-05,893,26,334,15.62
1774,316,2025-03-15,891,16,324,21.66
1775,248,2025-05-03,868,19,304,9.08
1776,174,2026-07-04,837,12,320,11.32
1777,334,2026-08-25,845,17,308,10.93
1778,399,2026-02-07,861,23,329,9.57
1779,416,2025-03-17,805,17,335,9.21
1780,213,2026-04-04,873,17,308,14.76
1781,285,2026-03-31,868,18,305,6.43
1782,477,2026-05-10,857,17,356,7.77
1783,232,2025-01-28,823,21,327,14.29
1784,81,2026-08-08,844,18,345,16.87
1785,254,2025-08-19,888,25,308,21.92
1786,394,2026-05-09,777,18,316,12.55
1787,173,2025-01-08,864,17,320,18.08
1788,249,2025-12-12,839,9,319,7.7
1789,95,2025-12-12,878,16,312,17.05
1790,262,2026-04-03,841,24,307,14.45
1791,427,2025-06-28,811,11,324,5.58
1792,249,2026-02-11,776,20,313,19.39
1793,207,2025-10-12,841,19,349,10.8
1794,141,2025-09-18,880,30,349,20.07
1795,215,2025-12-21,845,23,325,19.54
1796,381,2026-08-27,844,12,317,10.33
1797,186,2025-10-26,852,22,327,8.42
1798,348,2025-02-01,785,11,330,9.58
1799,45,2025-09-13,859,16,305,9.74
1800,3,2026-01-24,895,19,288,18.8
1801,491,2025-04-19,859,10,331,19.51
1802,300,2025-02-26,860,17,314,17.31
1803,175,2026-08-05,854,13,327,4.89
1804,303,2025-04-10,888,13,306,16.55
1805,359,2025-05-10,841,18,302,19.91
1806,370,2025-06-19,820,19,322,10.5
1807,238,2025-09-28,865,19,314,9.07
1808,337,2025-09-04,852,20,302,11.03
1809,161,2026-01-01,824,15,318,4.15
1810,404,2026-04-08,821,18,329,16.96
1811,192,2026-01-13,843,15,327,7.04
1812,298,2025-07-13,859,15,347,10.01
1813,460,2026-05-22,820,21,363,12.24
1814,15,2025-11-05,842,13,304,11.9
1815,45,2025-07-13,869,19,289,6.75
1816,266,2026-05-21,811,15,355,7.65
1817,197,2025-12-27,831,13,311,9.18
1818,166,2025-03-10,814,22,361,15.74
1819,4,2025-06-26,855,13,285,13.18
1820,100,2025-08-27,824,10,326,16.39
1821,207,2025-04-13,857,13,314,5.54
1822,346,2025-11-04,845,21,315,4.44
1823,281,2025-10-21,856,23,330,9.74
1824,207,2025-06-17,856,13,366,5.42
1825,480,2026-07-04,875,24,307,21.62
1826,72,2025-05-02,842,18,306,4.52
1827,445,2025-04-05,850,19,292,14.88
1828,396,2025-07-23,929,24,325,16.03
1829,338,2025-12-13,821,25,324,5.68
1830,248,2025-06-23,858,11,305,21.19
1831,168,2026-02-24,870,12,285,10.69
1832,133,2026-03-16,829,24,332,10.84
1833,81,2026-07-10,904,15,276,16.65
1834,267,2025-01-27,868,22,330,12.61
1835,490,2026-01-31,890,15,310,5.9
1836,9,2025-08-30,877,15,304,18.15
1837,43,2026-07-09,831,18,291,6.35
1838,328,2025-01-01,831,14,326,12.07
1839,224,2025-07-08,852,23,300,16.58
1840,409,2026-08-25,837,15,314,13.29
1841,416,2025-12-10,802,21,297,13.94
1842,135,2025-01-06,868,17,316,16.75
1843,190,2025-06-14,836,24,324,4.54
1844,297,2025-11-28,850,17,365,18.9
1845,209,2025-01-19,838,15,329,6.26
1846,161,2025-06-22,866,12,315,16.73
1847,349,2026-02-02,802,18,349,7.51
1848,377,2026-01-13,851,22,303,10.34
1849,132,2025-10-14,836,18,311,16.3
1850,451,2025-08-28,830,18,332,14.3
1851,161,2025-11-04,826,20,283,7.89
1852,104,2025-01-02,885,27,340,16.53
1853,411,2026-08-16,883,18,287,17.24
1854,460,2025-04-05,867,31,275,5.44
1855,357,2026-02-09,822,21,360,12.86
1856,369,2025-11-16,837,13,358,7.34
1857,134,2025-03-20,828,17,333,14.63
1858,108,2026-08-04,910,22,346,6.51
1859,264,2026-05-28,835,10,336,11.62
1860,488,2025-10-05,889,10,296,19.28
1861,420,2025-09-18,841,11,310,7.18
1862,81,2025-04-13,839,19,340,18.72
1863,148,2025-11-28,873,19,309,8.38
1864,125,2026-04-03,846,24,309,4.41
1865,103,2025-07-16,877,19,328,6.35
1866,174,2026-06-26,842,21,313,5.98
1867,340,2025-04-19,791,15,281,18.76
1868,391,2026-03-23,879,14,329,13.2
1869,113,2026-07-28,832,11,289,10.28
1870,156,2025-01-30,858,25,328,18.88
1871,13,2026-06-05,835,17,305,6.1
1872,366,2025-09-12,847,16,302,8.33
1873,371,2025-03-19,812,17,351,15.75
1874,184,2026-04-21,773,18,342,11.02
1875,283,2026-08-21,836,15,314,10.31
1876,275,2025-08-21,883,25,313,5.18
1877,107,2026-06-08,801,25,322,17.41
1878,178,2026-07-31,873,19,325,19.38
1879,107,2026-01-31,837,21,319,4.48
1880,251,2025-11-19,862,14,313,20.66
1881,366,2025-05-20,813,22,290,17.22
1882,219,2025-06-27,848,13,317,13.21
1883,405,2025-08-10,829,17,296,16.8
1884,254,2026-02-06,864,15,304,5.89
1885,39,2025-07-05,874,14,285,17.79
1886,21,2026-04-10,855,10,316,7.3
1887,157,2025-01-13,877,16,336,21.83
1888,439,2025-09-23,814,31,304,10.19
1889,305,2025-07-01,812,13,320,19.56
1890,428,2026-04-15,865,18,295,15.11
1891,345,2025-02-16,851,19,347,20.55
1892,371,2025-04-06,817,20,322,6.76
1893,488,2026-02-28,845,24,320,14.93
1894,375,2026-01-01,825,23,316,6.04
1895,337,2025-12-06,872,17,299,14.84
1896,64,2026-06-01,839,22,374,6.57
1897,107,2026-08-18,847,16,309,13.73
1898,275,2025-02-22,750,22,311,11.58
1899,33,2025-09-17,836,15,330,15.17
1900,210,2026-05-13,834,18,363,4.45
1901,280,2025-08-23,791,18,377,17.23
1902,377,2026-03-06,818,21,304,8.28
1903,192,2026-05-29,847,16,332,6.82
1904,306,2025-05-11,822,17,327,20.06
1905,455,2026-01-01,807,16,318,11.6
1906,243,2026-03-10,837,15,320,18.89
1907,234,2026-07-22,883,11,332,21.54
1908,55,2025-09-28,864,15,327,11.01
1909,303,2025-07-13,792,13,351,14.71
1910,41,2025-12-24,922,15,290,15.81
1911,300,2026-04-03,833,18,305,15.04
1912,382,2025-09-15,901,28,310,10.28
1913,499,2025-05-28,912,11,311,20.47
1914,255,2026-05-25,802,20,296,15.48
1915,19,2025-04-27,910,15,318,18.51
1916,194,2025-05-03,868,25,301,18.39
1917,98,2026-02-12,834,19,350,10.89
1918,264,2026-07-06,825,10,319,14.9
1919,59,2026-01-31,864,22,330,7.53
1920,48,2025-12-08,884,8,321,13.14
1921,190,2025-02-21,844,15,296,7.37
1922,393,2025-05-23,878,18,325,21.51
1923,301,2026-06-12,847,14,344,13.74
1924,35,2025-06-11,839,13,370,6.71
1925,374,2025-03-05,859,22,340,5.53
1926,368,2025-12-05,872,18,288,6.7
1927,124,2026-07-27,859,17,327,16.27
1928,435,2025-07-27,863,15,293,8.68
1929,18,2025-04-10,867,14,359,6.15
1930,31,2026-04-29,867,16,286,7.63
1931,273,2026-01-22,828,12,340,10.14
1932,422,2025-09-08,868,23,321,5.81
1933,311,2026-03-12,879,13,326,13.67
1934,168,2026-04-20,845,15,322,10.96
1935,212,2026-04-19,835,14,330,19.35
1936,8,2026-07-29,815,17,336,16.03
1937,328,2026-05-26,802,22,302,12.83
1938,20,2025-09-28,911,21,300,22.35
1939,473,2025-11-03,797,22,322,15.91
1940,452,2026-05-05,862,13,309,12.11
1941,357,2025-06-19,830,23,314,9.08
1942,288,2025-04-08,855,24,317,10.48
1943,457,2026-07-14,839,22,305,18.01
1944,83,2025-01-06,859,23,355,18.52
1945,358,2026-03-01,885,23,327,13.28
1946,308,2025-04-03,814,23,341,17.42
1947,246,2025-12-21,837,15,301,15.6
