payment_id,subscription_id,payment_date,amount,payment_method,payment_status
1182,40,2025-10-29,29.0,Bank Transfer,Paid
1183,99,2026-05-02,199.0,UPI,Paid
1184,454,2025-07-20,29.0,Card,Paid
1185,75,2025-09-07,29.0,UPI,Paid
1186,477,2025-10-22,29.0,Card,Paid
1187,269,2025-04-25,199.0,PayPal,Paid
1188,76,2026-01-21,499.0,Card,Paid
1189,222,2026-01-17,29.0,Bank Transfer,Paid
1190,242,2025-04-29,29.0,Card,Paid
1191,327,2025-07-19,29.0,PayPal,Paid
1192,87,2025-04-17,199.0,Bank Transfer,Paid
1193,513,2026-03-22,79.0,UPI,Paid
1194,456,2025-02-17,79.0,UPI,Paid
1195,632,2026-03-24,79.0,Bank Transfer,Paid
1196,167,2025-08-07,79.0,Bank Transfer,Paid
1197,243,2025-02-12,199.0,PayPal,Paid
1198,603,2025-11-28,199.0,Card,Paid
1199,552,2026-07-31,499.0,UPI,Paid
1200,36,2026-08-23,29.0,PayPal,Paid
